State,District,Taluka,Facility Name,Facility Type,Latitude,longitude,Street,Landmark,Locality,Region Indicator,Operational Status,Ownership Authority
Telangana,Karimnagar,Jammikunta,Subcentre  Abadi Jammikunta,SubCentre,18.29359997,79.45121527,BC Wada,BC Wada,Abadi Jammikunta,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre  Elagandal,SubCentre,18.4201051,79.041199,GP Area,Gramapanchayath,Elagandal,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre  Gangadhara,SubCentre,18.5792039,79.0087015,Near Hanuman Temple,Near Hanuman Temple,,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre  Kurikyala,SubCentre,18.54797557,79.00197744,Near Hanuman Temple,Near Hanuman Temple,,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre  Lingapur,SubCentre,18.43788394,79.22625303,Lingapur,Near Chavadi,Lingapur,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Akunur,SubCentre,18.18010448,79.28378105,bc colony,near gp,Akunur,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Annaram,SubCentre,18.40995298,79.23530817,SC Colony,Grampanchyath Office,Annaram,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Asifnagar,SubCentre,18.4406582,79.0171801,water tank road,Over head Water Tank,asifnagar,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Bethigal,SubCentre,18.30547715,79.39664841,Kurmawada,G.P.Area,Bethigal,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Bommakal,SubCentre,18.43877961,79.16841388,GP Area,Grama Panchayath,Bommakal,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Bommakal,SubCentre,18.15857499,79.34171677,bc colony,near gp,Bommakal,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Burugupally,SubCentre,18.63843772,79.03281212,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Challur,SubCentre,18.41532781,79.35514927,Elabaka Road,Hanuman Temple,challur,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Chamanpalli,SubCentre,18.5151202,79.18596324,Near Auto Stand Road,Gande Rama Rao Kalyana Mandapam,Chamanpally,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Chenjerla,SubCentre,18.36316051,79.2381835,GramaPanchayath Road,Grampanchyath Office,Chenjerla,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Cherlabuthkur,SubCentre,18.50187187,79.20329332,Bus Stand Area,Near Sub Station,Cherlabuthkur,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Chinthakunta,SubCentre,18.44614835,79.0892458,Bus Stand to Chinthakunta Road,Gopala mithra building,Chinthakunta,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,SubCentre Choppadandi-1,SubCentre,18.5804814,79.1689623,Angadi Bazar,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,SubCentre Choppadandi-2,SubCentre,18.5804814,79.1689623,MARUTHINAGAR,DRIVER MILITRY HOTEL,,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Desharajpally,SubCentre,18.52942165,79.07104969,Doraripally,Water Tank,,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Devampally,SubCentre,18.39118051,79.26882505,Devampalli,Near grampanchayat Devampalli,Devampally,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Duddenapalli,SubCentre,18.2184462,79.2634388,Tenuguwada,gp near,Duddenapalli,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Durshed,SubCentre,18.45844246,79.18625593,Durshed to Chegurthy Road,Karimnagar to Godavarikhani High Way,Durshed,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Edulaguttapally,SubCentre,18.390814,79.22329187,GP road,Near GP,Edulaguttapally,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Eglaspur,SubCentre,18.24557366,79.28322315,sc colony,gp near,Eglaspur,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Elbaka,SubCentre,18.39097689,79.34484959,Main Road,Veternary Hospital,Elbaka,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Elbotharam,SubCentre,18.20733873,79.37117815,Saidapur Road,near gp,Elbotharam,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Elgandal,SubCentre,18.4201051,79.041199,GP Area,Gramapanchayath,Elgandal,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Eradapalli,SubCentre,18.3525264,79.3089443,VELMA WADA,NEAR GRAM PANCHAYAT,Eradapalli,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Gaddapaka,SubCentre,18.343851,79.359228,G.P AREA,NEAR GRAM PANCHAYAT,Gaddapaka,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Gangipally,SubCentre,18.36812951,79.27479029,GramaPanchayath Road,GramaPanchayath,Gangipally,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Garshakurthy,SubCentre,18.50622641,78.97715092,ZPHS ROAD,ZPHS ROAD,,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Gattubuthkur,SubCentre,18.49295895,79.02513027,zphs Road,zphs Road,,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Gattududdenapally,SubCentre,18.33399534,79.25973773,GramaPanchayath Road,GramaPanchayath,Gattududdenapally,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Ghanmukla,SubCentre,18.37387218,79.37866688,Primary School,"S.C, Colany",Ganmukla,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Godishala,SubCentre,18.184671,79.34720993,bc colony,Near Yellama gudi,Godishala,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Gopalpur,SubCentre,18.46251316,79.16973352,SC Colony,Primary School,Gopalpur,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Gopalraopet,SubCentre,18.64055226,79.09722805,Near Bustand,Near Bustand,,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Gundi,SubCentre,18.62615656,79.08976078,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Kachapur,SubCentre,18.6340411,79.2979623,REDDY COLONY,NEAR S.C COLONY,Kachapur,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Kamanpur,SubCentre,18.45066715,79.03935671,Voddera Colony,Primary School,Kamanpur,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Kannapur,SubCentre,18.332099,79.332473,NEAR WATER TANK,NEAR WATER TANK,Kannapur,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Karimpet,SubCentre,18.272757,79.281767,B.C COLONY,OPP GRAM PANCHAYAT,Karimpet,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Keshavapatnam,SubCentre,18.28474,79.297258,KOMATLA WADA,NEAR HANMAN TEMPLE,Keshavapatnam,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Kondapaka,SubCentre,18.4004652,79.43647385,himmathnagar road,high school,Kondapaka,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Kondapalkala,SubCentre,18.3804473,79.3071196,GramaPanchayath Road,Grampanchyath Office,Kondapalkala,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Korkal,SubCentre,18.41923666,79.38630581,Near G.P.,Hanuman Temple,korkal,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Kothagattu,SubCentre,18.262766,79.335994,NALLA WADA,NEAR HANMAN TEMPLE,Kothagattu,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Kothapalli-II,SubCentre,18.49653028,79.09246981,Angadi Bazar,Gramapanchayath,Kothapally - II,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Laxmidevpally,SubCentre,18.6086025,79.0219277,GP Road,GP Road,,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Malkapur,SubCentre,18.47097991,79.07274485,Temple Area,Anjaneya Temple,Malkapur,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Mamidalapally,SubCentre,18.41724153,79.33519363,Otoor Road,Saraswathi shisu Mandir,Mamidalapally,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Manakondur-I,SubCentre,18.4012881,79.1844799,PHC building,Behind Police Station,Manakondur-I,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Manakondur-II,SubCentre,18.4012881,79.1844799,PHC building,Behind Police Station,Manakondur-II,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Metpalli,SubCentre,18.291777,79.370491,B.C COLONY,NEAR HIGH SCHOOL,Metpalli,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Molangur,SubCentre,18.295265,79.328248,mainroad,OLD INDIAN BANK,Molangur,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Mothe,SubCentre,18.5422794,79.08246517,Giliramiahpally Road,Giliramiahpally Road,,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,SubCentre Mulkanur,SubCentre,18.27304218,79.17829514,Karimnagar Road,Bakery,Mulkanur,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Nagulmalial,SubCentre,18.45192914,79.00159121,Old GP Area,Old Gramapanchayath,Nagulmalial,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Nagunoor,SubCentre,18.50581945,79.14098024,School area,ZP High School,Nagunoor,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Narayanpoor,SubCentre,18.59728014,79.00178432,GP Road,GP Road,,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Ootoor,SubCentre,18.45575574,79.32259798,markandeya Colony,Near Chenetha Sangam,Ootoor,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Pachunur,SubCentre,18.42717625,79.3014192,Pachunur,Near grampanchayat Pachunur,Pachunur,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Perkapally,SubCentre,18.191735,79.2697808,bc colony,,gp area,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Raikal,SubCentre,18.15466025,79.31768417,bc colony,near gp,Raikal,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Ramadugu,SubCentre,18.58637904,79.05976295,Near MRO office,Near MRO office,,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Reddypally,SubCentre,18.37085832,79.41179752,Main Road,Beside G.P.,Peddypally,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Rekurthi,SubCentre,18.46410071,79.10733461,Eye Hospital Area,Eye Hospital,Rekurthy,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Rudraram,SubCentre,18.55603125,79.10409451,Near GP,Near G.P.,,,Functional,
Telangana,Karimnagar,Gangadhara,SubCentre Ryalapalle,SubCentre,18.65567864,79.00204182,Near Hanuman Temple,Near Hanuman Temple,,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Saidapur,SubCentre,18.21598105,79.29854393,Pakala veedhi,Near MRO office,Saidapur,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Shanagar,SubCentre,18.56917177,79.05090094,Kapu Wada,BC Colony,,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,SubCentre Sundaragiri,SubCentre,18.19934828,79.19786453,Near Primar school,Near Primar school,Sundaragiri,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,SubCentre Teegalaguttapalli,SubCentre,18.47154978,79.13844824,GP Area,Grampanchyath,Theegalaguttapally,Rural,Functional,State Government
Telangana,Karimnagar,Shankarapatnam,SubCentre Thadikal,SubCentre,18.310769,79.291622,NEAR GRAM PANCHAYAT,NEAR GRAM PANCHAYAT,Thadikal,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Thirumalapoor,SubCentre,18.63095526,79.05718803,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Gangadhara,SubCentre Upparimalyala,SubCentre,18.5308865,78.98663521,OPPOSIT GP,OPPOSIT GP,,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Valbapur,SubCentre,18.31916647,79.43887711,Main Road,Beside .Busstand,Valbapur,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Vedira,SubCentre,18.52494562,79.0405798,BACK SIDE BUSTAND,BACK SIDE BUSTAND,,Rural,Functional,State Government
Telangana,Karimnagar,Veenavanka,SubCentre Veenavanka,SubCentre,18.35191866,79.41347122,Busstand Area,Beside G.P.,Near Dishcable,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Vegurupally,SubCentre,18.46882256,79.29470301,Vegurpalli,Near grampanchayat Vegurpalli,Vegurupally,Rural,Functional,State Government
Telangana,Karimnagar,Manakondur,SubCentre Veldhi,SubCentre,18.4466255,79.2606199,Laxmipur,Near grampanchayat Laxmipur,Veldhi,Rural,Functional,State Government
Telangana,Karimnagar,Ramadugu,SubCentre Velichala,SubCentre,18.49344734,79.05448437,Near  school,Near  school,,Rural,Functional,State Government
Telangana,Karimnagar,V.Saidapur,SubCentre Vennampally,SubCentre,18.24345425,79.31867123,Old Vennampally,Near Grameena Bank,Vennampally,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Arnakonda",SubCentre,18.6153038,79.163319,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Bommapelli",SubCentre,18.2107631,79.23837662,sangam wada,near gandhi statue,Bommapelli,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Chigurmamidi",SubCentre,18.23880775,79.19511795,Busstand Area,Anjaneya temple,Chigurmamidi,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Chityalapalle",SubCentre,18.61371183,79.13593769,Tenugu bazar,Near Pochamma Gudi,,Rural,Functional,State Government
Telangana,Karimnagar,,"SubCentre, Ganneruvaram",SubCentre,18.37798561,79.04354095,SC Wada,Water Tank,Ganneruvaram,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Gumlapoor",SubCentre,18.5820138,79.1195714,GP Road,GP Road,,Rural,Functional,State Government
Telangana,Karimnagar,,"SubCentre, Gunukula Kondapur",SubCentre,18.30189167,79.09117699,Main Road,Pochamma temple,Gunukula Kondapur,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Indurthy",SubCentre,18.222959,79.136508,bc colony,Govt.high school,Indurthy,Rural,Functional,State Government
Telangana,Karimnagar,,"SubCentre, Jangapalli",SubCentre,18.326311,79.089219,Gollawada,Primary School,Jangapalli,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Katnapally",SubCentre,18.5111199,79.2873953,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,,"SubCentre, Khasimpet",SubCentre,18.35224452,79.04508591,Kapuwada,UPS School,Khasimpet,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,"SubCentre, Kothapalli-I",SubCentre,18.49055767,79.10424471,Ranipoor Road,"Primary Health Center, Kothapally",Kothapally - I,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Mudimanikyam",SubCentre,18.249289,79.136508,sc colony,Primary School,Mudimanikyam,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Navabpet",SubCentre,18.34199,79.656526,Bc colony,church,Navabpet,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Ragampet",SubCentre,18.6389746,79.1421533,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Chigurumamidi,"SubCentre, Rekonda",SubCentre,18.246438,79.240886,Bommanapalli road,milk centre,Rekonda,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Rukmapoor",SubCentre,18.5340273,79.1506201,Hanuman Temple,Hanuman Temple,,Rural,Functional,State Government
Telangana,Karimnagar,Choppadandi,"SubCentre, Vedurugatta",SubCentre,18.5515982,79.2014052,Near GP,Near G.P.,,Rural,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,Urban  Primary Health Centre Butti Raja Ram Colony,Urban Health Centre (UPHC),18.44810244,79.13969278,brr colony,school,UHC Butti Raja Ram Colony,Urban,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,Urban Primary Health Centre Kattarampur,Urban Health Centre (UPHC),18.42432619,79.12158251,pakeerwada,primary school,UHC Kattarampur,Urban,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,Urban Primary Health Centre Mothaz Khana,Urban Health Centre (UPHC),18.44028595,79.14866209,nussainpurastreet,masid,mothazkhana,Urban,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,"Urban Primary Health Centre, Housing Board Colony",Urban Health Centre (UPHC),17.6,78.8,Housing Board Colony,Housing Board Colony,"Housing Board Colony, KArimnagar",Urban,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,"Urban Primary Health Centre, Sapthagiri Colony",Urban Health Centre (UPHC),17.8,78.6,Sapthagiri Colony,Sapthagiri Colony,Sapthagiri Colony. Karimnagar,Urban,Functional,State Government
Telangana,Karimnagar,Karimnagar Rural,"Urban Primary Health Centre, Vidya Nagar",Urban Health Centre (UPHC),17.6,78.6,Vidya Nagar,Vidya Nagar,"Vidya Nagar, KArimnagar",Urban,Functional,State Government
Telangana,Karimnagar,Huzurabad,Community Health Centre Huzurabad,Community Health Center,18.2018938,79.3967075,Jammikunta road,Market,CHC Huzurabad,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,"Primary Health Centre, Chelpur",Primary Health Centre,18.2377606,79.4521055,Jammikuntaroad,Bustand,Chelpur,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Chelpur,SubCentre,18.2371455,79.4501736,sc colony,gp area,Chelpur,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Huzurabad II (Mamindlawada),SubCentre,18.2004898,79.39553261,bus stand area,near mpdo office,Huzurabad II,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Huzurabad R (Ippalanarsingapur),SubCentre,18.18043066,79.38978195,near gp,gp area,Huzurabad R,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Jupaka,SubCentre,18.21369822,79.45355415,near school,gp near,Jupaka,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Kandugula,SubCentre,18.17488545,79.45269585,gp area,beside gp,Kandugula,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Kanukulagidda,SubCentre,18.19641293,79.44437027,sc colony,gp near,Kanukulagidda,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Peddapapaiahpally,SubCentre,18.18573106,79.41838503,main road,near gp,Peddapapaiahpally,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Pothireddypet,SubCentre,18.27010807,79.40261364,Main raod,gp area,Pothireddypet,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Shalapalli,SubCentre,18.24964938,79.45282459,jammikunta road,Opp: petrolbunk,Shalapalli,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Singapur,SubCentre,18.236264,79.3659155,bc colony,near primary school,Singapur,Rural,Functional,State Government
Telangana,Karimnagar,Huzurabad,Subcentre Sirsapalli,SubCentre,18.21276061,79.40662622,bc colony,gp road,Sirsapalli,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Community Health Centre Jammikunta,Community Health Center,18.2890746,79.4738821,employees colony,College ground,CHC Jammikunta,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,"Primary Health Centre, Ellandakunta",Primary Health Centre,18.29374259,79.50687408,temple road,temple,ellanthakunta,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,"Primary Health Centre, Vavilala",Primary Health Centre,18.3927339,79.5533194,yellampallyroad,ghadi,vavilal,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre  Korapally,SubCentre,18.33770236,79.46484089,Near G.P.,Near G.P.,Korapally,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre  Thanugula,SubCentre,18.37574564,79.509902,NEAR MASID,NEAR MASID,thanugula,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Bigigirisherif,SubCentre,18.34603268,79.49820757,NEAR GP,MAIN ROAD,Bigigirisherif,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Buzunur,SubCentre,18.33558407,79.56560612,Main Road,NEAR HANUMAN TEMPLE,Buzunur,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Dharmaram,SubCentre,18.30568087,79.48956013,NEAR HANUMAN TEMPLE,NEAR HANUMAN TEMPLE,Dharmavaram,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Ellanthakunta,SubCentre,18.29335549,79.50657606,Beside High School,Beside High School,Ellanthakunta,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Jammikunta(st)-I,SubCentre,18.28950491,79.47428226,Near CivilHospital,Near CivilHospital,Jammikunta(st)-I,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Jammikunta-II,SubCentre,18.310905,79.471994,SC Wada,Ambedkar Building,Jammikunta-II,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Kothapally,SubCentre,18.22009453,79.5157814,Railway Station Road,Railway Station,Kothapally,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Machinepally,SubCentre,18.27623927,79.44715977,BC Wada,Opposite UP School,Machinepally,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Madipally,SubCentre,18.25366388,79.48361635,BC Wada,Balavikasa Water Plant,madipally,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Malyala,SubCentre,18.25947148,79.53642368,bc wada,school,Malyala,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Rachapally,SubCentre,18.35896527,79.54260349,Main Road,Beside G.P.,Rachapally,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Seethampet,SubCentre,18.32776248,79.5627737,6TH WARD,MASID AREA,Seethampet,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Sirisedu,SubCentre,18.29522982,79.53906298,SC Wada,SC Wada,sirisedu,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Vavilala,SubCentre,18.39252438,79.55273151,GP ROAD,GP ROAD,vavilala,Rural,Functional,State Government
Telangana,Karimnagar,Jammikunta,Subcentre Vilasagar,SubCentre,18.37713035,79.4827795,Main Road,AMBEDKA HOUSE,vilasagar,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,"Primary Health Centre, LMD Colony",Primary Health Centre,18.3720006,79.1572059,Engineering college road,Opp Hanuman Temple,Thimmapur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,"Primary Health Centre, Thimmapur",Primary Health Centre,18.3720608,79.1724893,Vageshvari Engineering College to Thimmapur Road,Opp.HanumanTemple,PHC Thimmapur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Algunur,SubCentre,18.373996,79.1830693,SC Colony,Ambedkar Communityt Hall,Algunur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Mannempally,SubCentre,18.34083901,79.2071557,Reddy Colony,Grampanchyath Office,Mannempally,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Mogilipalem,SubCentre,18.26868174,79.24766779,BC Colony,Opp.ZPHS School,Mogilipalem,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Nedunur,SubCentre,18.31737388,79.13990736,SC Colony,Beside Laxmidevipally Grampanchyath Office,Nedunur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Nusthulapur,SubCentre,18.31578498,79.17574167,Nallagonda Road,Purshula podupu sangam,Nusthulapur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Parlapalli,SubCentre,18.28595985,79.21792746,SC Colony,Back side of the High School,Parlapalli,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Pollampalli,SubCentre,18.30176944,79.23775434,Tenugu wada,OverHead Tank Permisses,Pollampalli,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Porandla,SubCentre,18.35819138,79.20110464,SC Colony,Near  RTC Bus Stop,Porandla,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Thimmapur,SubCentre,18.3720608,79.1724893,Vageshvari Engineering College to Thimmapur Road,Opp.HanumanTemple,Thimmapur,Rural,Functional,State Government
Telangana,Karimnagar,Thimmapur LMD,SubCentre Vachunur,SubCentre,18.31607017,79.11784887,BC Colony,Near ZHS.School,Vachunur,Rural,Functional,State Government
Telangana,Khammam,Penuballi,"Community Health Centre, Penuballi",Community Health Center,17.20911404,80.66473246,Sathupalli Road,Opp. ZPSS School Penuballi,Penuballi,Rural,Functional,State Government
Telangana,Khammam,Sathupalli,"Community Health Centre, Sathuopalli",Community Health Center,17.21285471,80.81727505,"Main Road, Sathupalli",Ayyagari peta,Sathupalli,Rural,Functional,State Government
Telangana,Khammam,Raghunadhapalem,"District Hospital, Khammam",District Hospital,17.24936863,80.15208185,Wyra Road,Opp. Collectorate,Khammam,Urban,Functional,State Government
Telangana,Khammam,Yerrupalem,"Government Ayurvedic Dispensary, Banigandlapadu (NRHM)",Ayurveda dispensary,16.8643424,80.4772059,PHC Banigandlapadu,Near Panchayath Office,Banigandlapadu,Rural,Functional,State Government
Telangana,Khammam,Bonakal,"Government Ayurvedic Dispensary, Bonakal (Regular)",Ayurveda dispensary,17.0235452,80.2636443,Main Road Bonakal,"In the Premises of Primary Health Center, Bonakal",Bonakal,Rural,Functional,State Government
Telangana,Khammam,Chinthakani,"Government Ayurvedic Dispensary, Chinthakani (NRHM)",Ayurveda dispensary,17.1260734,80.2038259,"Opp:MRO Office, Chinthakani","Near MRO Office, Chinthakani",Chinthakani,Rural,Functional,State Government
Telangana,Khammam,Enkoor,"Government Ayurvedic Dispensary, Enkoor (Regular)",Ayurveda dispensary,17.3279047,80.4394803,"Main Road, Enkoor",Beside Sub Center Enkoor,Enkoor,Rural,Functional,State Government
Telangana,Khammam,Sathupalli,"Government Ayurvedic Dispensary, Gangaram -KMM (NRHM)",Ayurveda dispensary,17.1993673,80.8944187,Main Road Gangaram,Beside 5th Betalian,Gangaram,Rural,Functional,State Government
Telangana,Khammam,Wyra,"Government Ayurvedic Dispensary, Gollapudi (Regular)",Ayurveda dispensary,17.1008206,80.3385238,Main Road Gollapudi,Madhira Road,Gollapudi,Rural,Functional,State Government
