State,District,Taluka,Facility Name,Facility Type,Latitude,longitude,Street,Landmark,Locality,Region Indicator,Operational Status,Ownership Authority
Telangana,Adilabad,Utnoor,"Community Health Centre, Utnoor",Community Health Center,19.3673515,78.7690499,Boyawada,Near Little Flower School,Utnoor,Rural,Functional,State Government
Telangana,Adilabad,Boath,"Community Health Centre,Boath",Community Health Center,19.3399205,78.3216329,Near Water Tank,,,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Government Ayurvedic Dispensary, Adilabad (HQ) (Regular)",Ayurveda dispensary,19.6639678,78.5261109,RIMS Hospital Adilabad,RIMS Hospital Adilabad beside Auditorium,Adilabad Town,Urban,Functional,State Government
Telangana,Adilabad,Bela,"Government Ayurvedic Dispensary, Bela (Regular)",Ayurveda dispensary,19.7181264,78.7732132,Main Road Shivaji Chowk,Near Shivaji Chowk,Bela,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"Government Ayurvedic Dispensary, Bheempur (NRHM)",Ayurveda dispensary,19.7730129,78.4218988,Police Station Road,Beside ZPHS School,Bheempur,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Government Ayurvedic Dispensary, Danthanpally (NRHM)",Ayurveda dispensary,19.328812,78.8174876,"Musleem Colony, Danthanpally",Beside Raithuvedika,Danthanpally Village,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,"Government Ayurvedic Dispensary, Dasnapur (Regular)",Ayurveda dispensary,19.4470643,78.6131561,SC Wada,GramaPanchayath & PulajiBaba Temple,Dasnapur,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"Government Ayurvedic Dispensary, Dehagaon (Regular)",Ayurveda dispensary,19.4735763,78.3804282,"Anganvadi, Shanthinagar",Beside Anganwadi,New Dehagoan,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Government Ayurvedic Dispensary, Hasnapur (NRHM)",Ayurveda dispensary,19.4139615,78.800765,Maruguda,Main Road Maruguda Hasnapur,Hasnapur,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"Government Ayurvedic Dispensary, Ichoda (Regular)",Ayurveda dispensary,19.4223691,78.4537257,Islampura Street,Sirchalma Road,Ichoda Village,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"Government Ayurvedic Dispensary, Jhari (NRHM)",Ayurveda dispensary,19.5821837,78.8473921,Lokari to Jhari main Road,Beside Ashram School,Jhari,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"Government Ayurvedic Dispensary, Kuchulapur (Regular)",Ayurveda dispensary,19.6813745,78.3615594,Savari Bunglow,Opiste Post office,Kuchulapur,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"Government Ayurvedic Dispensary, Mannur (Regular)",Ayurveda dispensary,19.4846542,78.4978494,Beside Gramapanchayth Building,Shivaji Chowk,Mannur,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,"Government Ayurvedic Dispensary, Narnoor (Regular)",Ayurveda dispensary,19.501931,78.849074,Ambedkar Nagar Main Road narnoor,Near by PH Sub Center Narnoor (PHC NNR),narnoor,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"Government Ayurvedic Dispensary, Narsapur -T (NRHM)",Ayurveda dispensary,19.3500585,78.5048795,Main Road Narsapur T,Sirichalam Road,Narsapur T,Rural,Functional,State Government
Telangana,Adilabad,Boath,"Government Ayurvedic Dispensary, Sonala (Regular)",Ayurveda dispensary,19.417427,78.3144667,Main Road Sonala,PHC Buliding,Sonala Village,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"Government Ayurvedic Dispensary, Thalamadugu (NRHM)",Ayurveda dispensary,19.6418302,78.3953984,Main Road Thalamadugu,Opposite Government School,Thalamadugu,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,"Government Ayurvedic Dispensary, Thamsi (NRHM)",Ayurveda dispensary,19.6817598,78.4250903,Sunkadhi Street,Sunkadhi Road,Thamsi-B,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,"Government Ayurvedic Dispensary, Wankidi (Neredugonda) (Regular)",Ayurveda dispensary,19.2289093,78.393785,Main Road,Beside GramaPanchayath,Boath,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"Government Ayurvedic Dispensary, Zainath (NRHM)",Ayurveda dispensary,19.7306996,78.6427304,Bus Stand Area,BUsstand,Zainath,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Government Homoeo Dispensary, Adilabad (HQ) (Regular)",Homoeopathy dispensary,19.6639678,78.5261109,RIMS Hospital Adilabad,RIMS Hospital Adilabad beside Auditorium,Adilabad Town,Urban,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"Government Homoeo Dispensary, Ankoli (NRHM)",Homoeopathy dispensary,19.6070534,78.5719557,Main Road Ankoli,Beside Rammandir,Ankoli,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"Government Homoeo Dispensary, Bazarhathnoor (NRHM)",Homoeopathy dispensary,19.4590583,78.3502082,Bus stand area,Beside MRO Office,Bazarhathnoor,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,"Government Homoeo Dispensary, Neredugunda (NRHM)",Homoeopathy dispensary,19.3010014,78.4025329,Oppiste ZPHS Neredigonda,Neredigonda,Neredigonda,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Government Homoeo Dispensary, Utnoor (Regular)",Homoeopathy dispensary,19.367329,78.7688504,"Boyawada,utnoor",Beside Additional DMHO Office,Utnoor,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Government Unani Dispensary, Adilabad (HQ) (Regular)",Unani  dispensary,19.6639678,78.5261109,RIMS Hospital Adilabad,"RIMS Premises,Beside Auditorium",Adilabad Town,Urban,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"Government Unani Dispensary, Gudihathnoor (NRHM)",Unani  dispensary,19.5288306,78.5104637,Muthnur Road,Near Bhagiratha Tank RTC Backside Busstand,Gudihatnoor,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,"Government Unani Dispensary, Indravelly (NRHM)",Unani  dispensary,19.4924021,78.6700797,Bheemnagar,ambedkarchowk,"Ambedkarchowk, Bheemnagar",Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Government Unani Dispensary, Utnoor (NRHM)",Unani  dispensary,19.3657817,78.7729478,Boyawada,Little Flower School,Utnoor,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"Primary Health Centre, Ankoli",Primary Health Centre,19.6013846,78.5604069,Main Road towards Adilabad,Near ZP High School,Ankoli,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"Primary Health Centre, Bazarhathnoor",Primary Health Centre,19.4583153,78.3522213,New colony,Near Z.P High school,Bazarhatnur,Rural,Functional,State Government
Telangana,Adilabad,Bela,"Primary Health Centre, Bela",Primary Health Centre,19.7189177,78.7717061,Bela,Old Busstand,Bela,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"Primary Health Centre, Bheempur T",Primary Health Centre,19.774933,78.4219005,School Road,UPS School,Bheempur,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Primary Health Centre, Danthanpally",Primary Health Centre,19.3259696,78.8198591,"Muslimguda, Danthanpally","Muslimguda, Danthanpally","Muslimguda, Danthanpally",Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"Primary Health Centre, Gadiguda",Primary Health Centre,19.6007413,78.9231667,Main Road,SC Hostel,Gadiguda,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"Primary Health Centre, Gimma",Primary Health Centre,19.777591,78.5419503,New Colony,Near HIgh School,New Colony,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"Primary Health Centre, Gudihathnoor",Primary Health Centre,19.5292668,78.5121323,,Behind Busstand,Gudi Hathnoor,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Primary Health Centre, Hasnapur",Primary Health Centre,19.4177209,78.8099472,Maruguda Hasnapur,Maruguda Hasnapur,Maruguda Hasnapur,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"Primary Health Centre, Ichoda",Primary Health Centre,19.4276033,78.4553013,Sirichalma Road,Near NH 7,Islampura Echoda,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"Primary Health Centre, Jainath",Primary Health Centre,19.7327349,78.6427107,Near Bus Stand,Opp 108 Office,Jainath,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"Primary Health Centre, Jhari",Primary Health Centre,19.58182778,78.85810375,Main Road,Near Ashram High School,Jhari,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"Primary Health Centre, Narsapur",Primary Health Centre,17.7394297,78.2846303,New Colony,Sirichalma road,Narsapur-T,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Primary Health Centre, Shyampur",Primary Health Centre,19.4252185,78.7419528,"Vodder colony, Shyampur","Vodder colony, Shyampur","Vodder colony, Shyampur",Rural,Functional,State Government
Telangana,Adilabad,Boath,"Primary Health Centre, Sonala",Primary Health Centre,19.4179344,78.3166526,Ramalayam Street,Near Pragathi Primary School (Private),"New colony, Sonal",Rural,Functional,State Government
Telangana,Adilabad,Bela,"Primary Health Centre, Syedpur",Primary Health Centre,19.6325419,78.7277814,Syedpur,,Syedpur,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"Primary Health Centre, Talamadugu",Primary Health Centre,19.642647,78.3934657,1st Street,Beside Ambedkar Statue,Talamadugu,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,"Primary Health Centre, Tamsi",Primary Health Centre,19.6877718,78.4226112,Main Road,Electricity Sub-station,Tamsi,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,RIMS Medical College Hospital,Medical Colleges Hospital,19.6621494,78.5265235,Collector Chowk,Near Dasnapur Petrol pump,Adilabad,Urban,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Anandpur",SubCentre,19.1415659,79.7112406,Road Side,Village Entry Left Side,Anandpur,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"SubCentre, Andarband",SubCentre,19.7537793,78.3785343,ST Wada,G.P. Building,Andarband,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Andur",SubCentre,19.291793,78.298852,Narayanpur Road,"Near G.P,",Andur,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Ankoli",SubCentre,19.6013846,78.5604069,Ankoli,Near School,Ankoli,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,"SubCentre, Arjuni",SubCentre,19.5971653,78.8184432,,Near Ashrama High School Girls,Main Road,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"SubCentre, Arli",SubCentre,19.0955521,78.1072634,Primary School,Near Primary School,Arli,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Bazarhathnoor",SubCentre,19.4583153,78.3522213,Dam Road,Near Anganwadi center,"Muthyampet,Bazarhatnur",Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Beersaipet",SubCentre,19.288196,78.8134873,"Bhupet road,","Bhupet road,","Bhupet road,",Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Bela",SubCentre,19.7189177,78.7717061,Bela,New Busstand,Bela,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Bharampur",SubCentre,19.5969577,78.4119492,1st Street,G.P Back Side,Barampur,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"SubCentre, Bheempur",SubCentre,19.774933,78.4219005,School Road,Near UPS School,Bheempoor,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Bheemsari",SubCentre,19.6982837,78.5284606,Bheemsari,Anganwadi Center,Bheemsari,Rural,Functional,Private - for profit
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Bhutai",SubCentre,19.504551,78.333914,Road No.01,Sarpanch House,Bhutai K,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Boath",SubCentre,19.3399205,78.3216329,cinema Road,Near Godown,BOath,Rural,Functional,Private - for profit
Telangana,Adilabad,Jainath,"SubCentre, Boraj",SubCentre,19.742402,78.5419503,,Beside Railway Track,"Shivalayam,",Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Borigam",SubCentre,19.6488157,78.7532884,Indhrang Colony,Near AWWC,Borigama,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Chanda",SubCentre,19.7112915,78.5483395,Chada-T,Near School,Chanda,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Chanduri",SubCentre,19.451559,78.799825,school road,,school road,Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Chaprala",SubCentre,19.6910492,78.8184432,Chaprala,,Chaprala,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Chintalbori T",SubCentre,19.411726,78.261559,Main Road,Near Primary School,chinthalbori,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Chisdhari Khanapur",SubCentre,19.5403752,78.7079381,Chisdhari Khanapur,Near School,Chisdhari Khanapur,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Dantanpally",SubCentre,19.325732,78.818686,,,near main road,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,"SubCentre, Dasnapur",SubCentre,19.656459,78.5277506,Dasnapur,Anukunta,Dasnapur,Rural,Functional,Private - for profit
Telangana,Adilabad,Bela,"SubCentre, Dehgaon",SubCentre,19.7299903,78.7844548,Dehegaon,Hanman Temple,Dehegaon,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Devapur",SubCentre,19.611806,78.4602749,Last Street,Barampur Road,Veternary Hospital,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"SubCentre, Dhaba K",SubCentre,19.577221,78.8750644,,Near Bus stand,Near Main road,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"SubCentre, Dhanora",SubCentre,19.3060095,78.948623,UPS School,Near UPS School,Danora,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Dhanora",SubCentre,19.4301501,79.1576752,Reddy colony,Near GP Office,Dhanora D,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,"SubCentre, Gadiguda",SubCentre,19.6007413,78.9231667,,"Near Bus stand , DR Depo",Gadiguda Village,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Gerjam",SubCentre,19.4111156,78.4723528,Street NO.1,Near UPS School,New colony Gerjam,Rural,Functional,Private - for profit
Telangana,Adilabad,Boath,"SubCentre, Ghanpur",SubCentre,19.3494452,78.8439268,SC Colony,Near GP Office,ghanpur,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Gimma",SubCentre,19.777591,78.5419503,BC Colony,Near Bus Stand,BC Colony,Rural,Functional,Private - for profit
Telangana,Adilabad,BHEEMPUR,"SubCentre, Girgaon",SubCentre,19.7288421,78.3557775,Main Road,Dathathri Temple,Girgaon,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Girnoor",SubCentre,19.4532458,78.3984423,Kandly Road,Near water Tank,Girnoor,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Gokonda",SubCentre,19.51527,78.363955,Main Road,Near Primary School,Gokonda,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Gudihathnoor",SubCentre,19.5292668,78.5121323,,,Gudihathnoor,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Hasnapur",SubCentre,19.417392,78.810446,,,near busstand,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Ichoda East",SubCentre,19.427579,78.452402,Reddy Colony,Near Library,Block Telangana,Rural,Functional,Private - for profit
Telangana,Adilabad,Ichoda,"SubCentre, Ichoda West",SubCentre,19.4276033,78.4553013,Street No.5,Near SC Hostel,Eachoda West Echoda,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Jainad",SubCentre,19.7327349,78.6427107,Sri Satyanarayana Temple,SC Colony,Jainath,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Jamini",SubCentre,19.6569688,78.6965972,,Syeedpur Raod,Dathaguda,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Jatarla",SubCentre,19.4894691,78.3244788,Bhutai Road,Near Residential High School,Jatharla,,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Jhari",SubCentre,19.6068733,78.3728456,Last Street,Shivalayam,Shekguda Beside Road,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Kamai",SubCentre,19.8167353,78.5605843,Near River,Near GP,Pramary School,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Kampa Mediguda",SubCentre,19.6658207,78.651221,,Near Sathnala Project,KMJCR,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,"SubCentre, Kapparla",SubCentre,19.7253473,78.4595644,BC Colony,SC Hostel,BC Colony,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,"SubCentre, Karanji",SubCentre,19.8556834,78.3123835,Busstand Road,Sri Rama Temple,Karanji T,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Karatwada",SubCentre,19.3618733,78.2988637,Main Road,Near School,karathwada,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Keshavpatnam",SubCentre,19.427579,78.452402,ST Ward,Near School,Keshavapatnam,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Khandala",SubCentre,19.5734177,78.6739117,Khandala,Near School,Khandala,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Khuchulapur",SubCentre,19.3267919,78.3337271,Last Street,Near Primary School,Anganwadi Centre,Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Kobbai",SubCentre,19.7273262,78.835433,,,,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Kodad",SubCentre,19.6733843,78.466314,1st Street,Sunkidi Road,Anganwadi 1 Centre,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Kokasmannur",SubCentre,19.393875,78.436439,Street No.3,Near Bhudda Mandir,SC Colony,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Kolhari",SubCentre,19.5054061,78.5263305,,,Kolhari,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Kowta",SubCentre,18.8952158,78.0052678,main road,Near ZPSS School,kowtha,Rural,Functional,Private - not for profit
Telangana,Adilabad,Jainath,"SubCentre, Kura",SubCentre,19.7697436,78.6710756,Near Bus Stand,ZPSS Opp,Kura,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Lakkaram",SubCentre,19.381407,78.797143,lakkaram,,NEAR GP,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Laxmipur",SubCentre,19.693987,78.6675305,Near GP,Near GP,Laxmipur,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"SubCentre, Lokari",SubCentre,19.5723516,78.8439268,,Near Bus stand,Lokari-K,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,"SubCentre, Malepur",SubCentre,19.4847703,78.9457948,,Near Primary School,Malepur,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Mamidiguda",SubCentre,19.4591944,78.65277529,Mamidiguda,Ashram High School,Mamidiguda,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Mannur",SubCentre,19.4844497,78.4965043,,Near Shivalayam Temple,Mannur,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Marlapally",SubCentre,19.322614,78.242118,Nigini Road,Near BSNL Tower,Marlapally,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,"SubCentre, Mavala",SubCentre,19.6354376,78.5085778,Mavala,G.P. Side,Mavala,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"SubCentre, Mediguda",SubCentre,19.3381742,79.3887901,,Yellapur road,Mediguda Village,Rural,Functional,Private - for profit
Telangana,Adilabad,Ichoda,"SubCentre, Mediguda",SubCentre,19.4591944,78.6526393,Street.No.1,School Road,Mamidiguda,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Mutnoor",SubCentre,19.5136024,78.62979412,SC Colony,,Near Anganwadi center,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Narsapur",SubCentre,17.7394297,78.2846303,Maruthi Ward,Near Kirana,Narsapur-T,Rural,Functional,Private - for profit
Telangana,Adilabad,Tamsi,"SubCentre, Nipani",SubCentre,19.7489594,78.4563671,TTD Temple,Mazid,TTD Temple,Rural,Functional,State Government
Telangana,Adilabad,Jainath,"SubCentre, Nirala",SubCentre,19.733153,78.5976648,Near Bus Stand,Near Bus Stand,Nirala,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,"SubCentre, Paraswada B",SubCentre,19.5772666,78.9231667,,Anganiwadi Center,Paraswada-B,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Patnapur",SubCentre,19.4599097,78.9231667,Gond colony,Near Ashram High School,Patnapur,Rural,Functional,Private - not for profit
Telangana,Adilabad,Jainath,"SubCentre, Pendalwada",SubCentre,19.8048263,78.5948266,Behind DGB Bank,Behind GP,New Bus Stand,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Perkaguda",SubCentre,19.402128,78.7548,"takkuguda road,","takkuguda road,","takkuguda road,",,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Pippaldari",SubCentre,19.5954398,78.651221,Pippaldhari,Near UPS School,Pippaldhari,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,"SubCentre, Pippalkoti",SubCentre,19.8239631,78.5788601,SC Colony,Primary School,SC Colony,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Pipri",SubCentre,19.4318432,79.1858904,Bazarhatnur Road,Grampanchayath Office,Komrambheem colony,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Pochara",SubCentre,19.3343898,78.360756,main Road,Near Hanuman Temple,pochara,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,"SubCentre, Pulimadugu",SubCentre,19.454067,78.706012,,,near  bus stop,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Ramai",SubCentre,19.6557589,78.6313624,Ramai,Anganwadi Center,Ramai,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,"SubCentre, Ramnagar",SubCentre,19.6537455,78.5200275,Ramnagar,K.Prabhakar Kirana,Ramnagar,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,"SubCentre, Rampur K",SubCentre,19.396385,78.800704,"devari house, ramur K","devari house, ramur K","devari house, ramur K",Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Salewada B",SubCentre,19.432327,78.717363,near school,near school,near school,Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Sangidi",SubCentre,19.7647289,78.7306158,Sangidi,Mazid,Sangidi,Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Sayeedpur",SubCentre,19.6325419,78.7277814,Sayeedpur,Near Primary School,Sayeedpur,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Seetagondi",SubCentre,19.3591424,79.002342,,,at malkapur road,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Sevadasnagar",SubCentre,19.370075,78.774539,,,shantinagar,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Shantapur",SubCentre,19.475267,78.5362706,,Near Anganwadi Center,Shanthapur,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Shyampur",SubCentre,19.424768,78.743005,near phc,near phc,Shampur,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Sirchalma",SubCentre,19.311056,78.5575676,Kolamguda Street,Near water tank,Sirichalma,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Sirkonda",SubCentre,19.4372379,78.5604069,Bazar Road,Near Veternary Hospital,Sirikonda,Rural,Functional,State Government
Telangana,Adilabad,Bela,"SubCentre, Sirsanna",SubCentre,19.7194655,78.7107731,Sirsanna,Near G.P,Sirsanna,Rural,Functional,State Government
Telangana,Adilabad,Boath,"SubCentre, Sonala",SubCentre,19.4179344,78.3166526,Main Road,Old Dwaraka building,sonala,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,"SubCentre, Talamadri",SubCentre,19.414016,78.5178096,Kokasmannur,Near Hanuman Temple,Kokasmannur,Rural,Functional,Private - for profit
Telangana,Adilabad,Talamadugu,"SubCentre, Talamadugu",SubCentre,19.642647,78.3934657,1st Street,Beside Ambedkar Statue,Bus Stand Road,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,"SubCentre, Tamsi",SubCentre,19.6877718,78.4226112,SC Colony,Anganwadi Center,SC Colony,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"SubCentre, Tembi",SubCentre,19.500354,78.404167,Ananthpur Road,Water Tank,Tembi,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,"SubCentre, Tosham",SubCentre,19.5244894,78.5614079,,Beside Sai Temple,Tosham,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,"SubCentre, Umri T",SubCentre,19.6242303,78.3244788,Last Street,Opp Primary School,Near Public Primary School,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"SubCentre, Utnoor",SubCentre,19.371173,78.779225,utnoor,NEAR ADDL.DM&HO OFFICE,,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,"SubCentre, Waghapur",SubCentre,19.5680265,78.4631169,Whagapur,Near G.P,Whagapur,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,"SubCentre, Yapalguda",SubCentre,19.6511982,78.6058242,Yapalguda,Near Anganwadi Center,Yapalguda,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,"SubCentre, Yenda",SubCentre,19.447269,78.731074,,,near temple,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Urban  Primary Health Centre, Hamallwada",Urban Health Centre (UPHC),18.8773545,79.4514022,Hamaliwada,Cotton Market Yard,Hamaliwada,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Urban Primary Health Centre, Chilukuri Laxmi Nagar",Urban Health Centre (UPHC),19.69078887,78.54174256,Chilkuribalajinagar,Near UPS Hindi Govt School,Chilkurilaxminagar,Urban,Functional,Private - for profit
Telangana,Adilabad,Adilabad URBAN,"Urban Primary Health Centre, Kurshidnagar",Urban Health Centre (UPHC),19.679182,78.5163894,Kurshidnagar,Mamatha Ginning,Kurshidnagar,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Urban Primary Health Centre, Putilibowli",Urban Health Centre (UPHC),19.6692312,78.5397317,Puthlibowli,Opp.Shadhikhana,Puthlibowli,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,"Urban Primary Health Centre, Shantinagar",Urban Health Centre (UPHC),19.6665444,78.5405994,Shanthinagar,Near Degree College,Water Tank,Urban,Functional,State Government
Telangana,Adilabad,Neradigonda,"Primary Health Centre, Neradigonda",Primary Health Centre,19.2999254,78.4055514,wadoor Road,Z.P HIGH SCHOOL,Neradigonda,Rural,Functional,State Government
